RootFolder,File,RelativePath,DateTime,DeleteFlag,DayTime,deployement_number,photo_camera_id,cougar,raven,magpie,coyote,golden_eagle,bald_eagle,wolf,fox,other_species,other_count,comment,
22-305_262,IMG_0199.MP4,262, 2022-12-15 07:27:06,false,false,1,262,1,0,0,0,0,0,0,0,,0,,
22-305_262,IMG_0200.MP4,262, 2022-12-15 07:28:30,false,false,1,262,1,0,0,0,0,0,0,0,,0,,
22-305_262,IMG_0201.MP4,262, 2022-12-15 07:29:52,false,false,1,262,1,0,0,0,0,0,0,0,,0,,
22-305_262,IMG_0202.MP4,262, 2022-12-15 07:31:16,false,false,1,262,1,0,0,0,0,0,0,0,,0,,
22-305_262,IMG_0203.MP4,262, 2022-12-15 07:32:44,false,false,1,262,1,0,0,0,0,0,0,0,,0,,
22-305_262,IMG_0204.MP4,262, 2022-12-15 07:34:08,false,false,1,262,1,0,0,0,0,0,0,0,,0,,
22-305_262,IMG_0205.MP4,262, 2022-12-15 07:35:32,false,false,1,262,1,0,0,0,0,0,0,0,,0,,
22-305_262,IMG_0206.MP4,262, 2022-12-15 07:39:34,false,true,1,262,1,0,0,0,0,0,0,0,,0,,
22-305_262,IMG_0207.MP4,262, 2022-12-15 07:41:34,false,true,1,262,1,0,0,0,0,0,0,0,,0,,
22-305_262,IMG_0208.MP4,262, 2022-12-15 07:43:20,false,true,1,262,1,0,0,0,0,0,0,0,,0,,
22-305_262,IMG_0209.MP4,262, 2022-12-15 07:47:26,false,true,1,262,1,0,0,0,0,0,0,0,,0,,
22-305_262,IMG_0210.MP4,262, 2022-12-15 07:49:50,false,true,1,262,1,0,0,0,0,0,0,0,,0,,
22-305_262,IMG_0211.MP4,262, 2022-12-15 07:51:12,false,true,1,262,1,0,0,0,0,0,0,0,,0,,
22-305_262,IMG_0212.MP4,262, 2022-12-15 07:53:28,false,true,1,262,1,0,0,0,0,0,0,0,,0,,
22-305_262,IMG_0213.MP4,262, 2022-12-15 07:54:50,false,true,1,262,1,0,0,0,0,0,0,0,,0,,
22-305_262,IMG_0214.MP4,262, 2022-12-15 07:56:18,false,true,1,262,1,0,0,0,0,0,0,0,,0,,
22-305_262,IMG_0215.MP4,262, 2022-12-15 07:57:40,false,true,1,262,1,0,0,0,0,0,0,0,,0,,
